,exp_code_str3,exp_name,imp_code_str3,imp_name,USD,tonne
0,020,Andorra,724,Spain,81576052.0,78093.749
1,020,Andorra,250,France,22721654.0,1618.322
2,020,Andorra,840,USA,15839837.0,198.855
3,020,Andorra,276,Germany,12835557.0,193.52
4,020,Andorra,578,Norway,5339794.0,10.072000000000001
5,020,Andorra,040,Austria,3751050.0,66.673
6,020,Andorra,528,Netherlands,2775560.0,59.803
7,020,Andorra,344,"China, Hong Kong SAR",2732727.0,16.39
8,020,Andorra,616,Poland,1925484.0,204.736
9,020,Andorra,246,Finland,1848672.0,115.34000000000002
10,020,Andorra,380,Italy,1481250.0,9.134
11,020,Andorra,784,United Arab Emirates,1424244.0,12.705
12,020,Andorra,756,Switzerland,1165597.0,84.19200000000001
13,020,Andorra,729,Sudan,1009417.0,1095.3139999999999
14,020,Andorra,826,United Kingdom,934699.0,28.046
15,020,Andorra,414,Kuwait,771168.0,1.459
16,020,Andorra,422,Lebanon,754157.0,7.3100000000000005
17,020,Andorra,156,China,677634.0,13.374
18,020,Andorra,170,Colombia,653173.0,2.9210000000000003
19,020,Andorra,056,Belgium,528203.0,10.403
20,020,Andorra,124,Canada,472442.0,25.654
21,020,Andorra,376,Israel,459248.0,50.49000000000001
22,020,Andorra,442,Luxembourg,396974.0,12.033000000000001
23,020,Andorra,703,Slovakia,351965.0,226.747
24,020,Andorra,702,Singapore,346832.0,7.523
25,020,Andorra,203,Czechia,310042.0,20.905
26,020,Andorra,410,Rep. of Korea,294714.0,21.991999999999997
27,020,Andorra,340,Honduras,292471.0,1.299
28,020,Andorra,710,South Africa,269309.0,57.542
29,020,Andorra,643,Russian Federation,266500.0,1.316
30,020,Andorra,752,Sweden,245463.0,3.581
31,020,Andorra,320,Guatemala,240385.0,1.262
32,020,Andorra,887,Yemen,229660.0,12.916
33,020,Andorra,222,El Salvador,182233.0,3.638
34,020,Andorra,716,Zimbabwe,173907.0,67.66
35,020,Andorra,036,Australia,160933.0,0.9
36,020,Andorra,748,Eswatini,149118.0,141.933
37,020,Andorra,678,Sao Tome and Principe,141993.0,0.715
38,020,Andorra,400,Jordan,136129.0,0.136
