,exp_code_str3,exp_name,imp_code_str3,imp_name,USD,tonne
0,250,France,012,Algeria,6118427332.0,7393193.58
1,032,Argentina,012,Algeria,1708576361.0,6319403.347
2,724,Spain,012,Algeria,3959957467.0,3331698.483
3,076,Brazil,012,Algeria,1007570534.0,3250828.208
4,156,China,012,Algeria,7926057536.0,2646913.488
5,380,Italy,012,Algeria,3642523221.0,1810669.32
6,643,Russian Federation,012,Algeria,1595230734.0,1623350.716
7,792,TÃ¼rkiye,012,Algeria,2119457817.0,1069866.095
8,124,Canada,012,Algeria,381883175.0,1024836.579
9,840,USA,012,Algeria,1066699060.0,805276.543
10,788,Tunisia,012,Algeria,424339916.0,537760.887
11,528,Netherlands,012,Algeria,758355393.0,520602.74
12,276,Germany,012,Algeria,2228351796.0,497930.585
13,616,Poland,012,Algeria,376300277.0,363974.14
14,398,Kazakhstan,012,Algeria,146691648.0,353203.935
15,246,Finland,012,Algeria,206715453.0,346379.418
16,356,India,012,Algeria,943721875.0,339923.174
17,752,Sweden,012,Algeria,302756220.0,336034.946
18,620,Portugal,012,Algeria,361350218.0,310916.423
19,300,Greece,012,Algeria,203083917.0,282112.331
20,440,Lithuania,012,Algeria,187225892.0,268130.383
21,056,Belgium,012,Algeria,685881167.0,251282.15
22,360,Indonesia,012,Algeria,199507962.0,234663.152
23,504,Morocco,012,Algeria,173634750.0,201874.169
24,705,Slovenia,012,Algeria,107159687.0,195496.43000000002
25,410,Rep. of Korea,012,Algeria,949609572.0,173501.252
26,784,United Arab Emirates,012,Algeria,688480830.0,141070.563
27,764,Thailand,012,Algeria,120477828.0,137639.691
28,100,Bulgaria,012,Algeria,80194968.0,121629.063
29,642,Romania,012,Algeria,356734191.0,119751.338
30,826,United Kingdom,012,Algeria,417854885.0,118317.37700000001
31,554,New Zealand,012,Algeria,342993514.0,111901.377
32,191,Croatia,012,Algeria,73584043.0,104548.88200000001
33,152,Chile,012,Algeria,10161815.0,91449.289
34,458,Malaysia,012,Algeria,123502527.0,90095.836
35,858,Uruguay,012,Algeria,214262420.0,73827.981
36,600,Paraguay,012,Algeria,30041285.0,64646.16
37,704,Viet Nam,012,Algeria,191840741.0,61859.473999999995
38,364,Iran,012,Algeria,29190720.0,61334.365999999995
39,218,Ecuador,012,Algeria,32527450.0,60701.3
40,196,Cyprus,012,Algeria,43526152.0,45246.592000000004
41,384,CÃ´te d'Ivoire,012,Algeria,72785603.0,39452.014
42,048,Bahrain,012,Algeria,54965221.0,39251.54
43,490,"Other Asia, nes",012,Algeria,116376940.0,36839.945
44,203,Czechia,012,Algeria,283420412.0,34858.1
45,040,Austria,012,Algeria,295601429.0,31849.249
46,470,Malta,012,Algeria,20675010.0,25418.200999999997
47,112,Belarus,012,Algeria,11356600.0,22225.024
48,372,Ireland,012,Algeria,90846659.0,21111.503
49,070,Bosnia Herzegovina,012,Algeria,7862054.0,19697.842
50,422,Lebanon,012,Algeria,36579189.0,15788.798999999999
51,392,Japan,012,Algeria,121937958.0,15347.726
52,414,Kuwait,012,Algeria,11734941.0,14760.399
53,208,Denmark,012,Algeria,64354725.0,14161.935
54,703,Slovakia,012,Algeria,125179872.0,11278.176
55,348,Hungary,012,Algeria,48866038.0,11246.051
56,586,Pakistan,012,Algeria,17500642.0,10769.623
57,710,South Africa,012,Algeria,34565085.0,10525.517
58,756,Switzerland,012,Algeria,408420120.0,8669.393
59,512,Oman,012,Algeria,9249380.0,8600.762
60,400,Jordan,012,Algeria,93389581.0,7814.03
61,688,Serbia,012,Algeria,38710740.0,7184.512000000001
62,702,Singapore,012,Algeria,121214856.0,5415.481
63,562,Niger,012,Algeria,2932926.0,3698.5769999999998
64,036,Australia,012,Algeria,9039680.0,3565.397
65,729,Sudan,012,Algeria,5617730.0,3504.0
66,442,Luxembourg,012,Algeria,13987261.0,2862.138
67,288,Ghana,012,Algeria,7789488.0,2653.863
68,604,Peru,012,Algeria,5443766.0,2446.441
69,233,Estonia,012,Algeria,1540575.0,2142.741
70,428,Latvia,012,Algeria,1567549.0,1982.164
71,344,"China, Hong Kong SAR",012,Algeria,192584192.0,1944.662
72,800,Uganda,012,Algeria,3332544.0,1891.957
73,690,Seychelles,012,Algeria,2302271.0,1538.17
74,178,Congo,012,Algeria,947469.0,1520.148
75,578,Norway,012,Algeria,65775015.0,995.9340000000001
76,854,Burkina Faso,012,Algeria,298567.0,395.411
77,450,Madagascar,012,Algeria,242193.0,345.75
78,768,Togo,012,Algeria,188230.0,280.8
79,480,Mauritius,012,Algeria,242841.0,143.972
80,170,Colombia,012,Algeria,368539.0,139.786
81,340,Honduras,012,Algeria,183150.0,115.005
82,104,Myanmar,012,Algeria,110016.0,112.597
83,807,North Macedonia,012,Algeria,208588.0,100.557
84,222,El Salvador,012,Algeria,893786.0,64.223
85,268,Georgia,012,Algeria,85587.0,48.7
86,320,Guatemala,012,Algeria,15021.0,43.909
87,591,Panama,012,Algeria,38543.0,38.543
88,024,Angola,012,Algeria,245226.0,31.819
89,860,Uzbekistan,012,Algeria,233590.0,9.304
90,031,Azerbaijan,012,Algeria,8573.0,5.595
91,116,Cambodia,012,Algeria,123060.0,2.626
92,068,Bolivia (Plurinational State of),012,Algeria,169841.0,2.004
93,020,Andorra,012,Algeria,39817.0,1.455
94,834,United Rep. of Tanzania,012,Algeria,793.0,0.162
95,096,Brunei Darussalam,012,Algeria,5749.0,0.045
96,499,Montenegro,012,Algeria,859.0,0.035
97,646,Rwanda,012,Algeria,102.0,0.034
98,508,Mozambique,012,Algeria,122.0,0.006
99,748,Eswatini,012,Algeria,1.0,0.003
100,516,Namibia,012,Algeria,17.0,0.0
