,exp_code_str3,exp_name,imp_code_str3,imp_name,HS2,description,USD,tonne,clean_desc
0,024,Angola,156,China,27," Anthracite, not agglomerated",24404905324.0,48603916.43,"China -  Anthracite, not agglomerated"
1,024,Angola,356,India,27," Anthracite, not agglomerated",3985895597.0,7854718.311,"India -  Anthracite, not agglomerated"
2,024,Angola,840,USA,27," Anthracite, not agglomerated",2584437886.0,3799707.2490000003,"USA -  Anthracite, not agglomerated"
3,024,Angola,784,United Arab Emirates,71," Pearls natural, not permanently mounted or set",1560249872.0,2.497,"United Arab Emirates -  Pearls natural, not permanently mounted or set"
4,024,Angola,724,Spain,27," Anthracite, not agglomerated",1330830544.0,2752432.6999999997,"Spain -  Anthracite, not agglomerated"
5,024,Angola,710,South Africa,27," Anthracite, not agglomerated",1251774139.0,2398069.505,"South Africa -  Anthracite, not agglomerated"
6,024,Angola,620,Portugal,27," Anthracite, not agglomerated",1130322704.0,2153946.042,"Portugal -  Anthracite, not agglomerated"
7,024,Angola,764,Thailand,27," Anthracite, not agglomerated",780523950.0,1834279.0,"Thailand -  Anthracite, not agglomerated"
8,024,Angola,360,Indonesia,27," Anthracite, not agglomerated",665236617.0,1270156.5,"Indonesia -  Anthracite, not agglomerated"
9,024,Angola,124,Canada,27," Anthracite, not agglomerated",644528910.0,9647.182,"Canada -  Anthracite, not agglomerated"
10,024,Angola,250,France,27," Anthracite, not agglomerated",593866244.0,1143724.3050000002,"France -  Anthracite, not agglomerated"
11,024,Angola,380,Italy,27," Anthracite, not agglomerated",503812237.0,1029517.9,"Italy -  Anthracite, not agglomerated"
12,024,Angola,056,Belgium,71," Pearls natural, not permanently mounted or set",455619644.0,151.865,"Belgium -  Pearls natural, not permanently mounted or set"
13,024,Angola,702,Singapore,27," Anthracite, not agglomerated",387074724.0,144910.05500000002,"Singapore -  Anthracite, not agglomerated"
14,024,Angola,490,"Other Asia, nes",27," Anthracite, not agglomerated",365986669.0,641342.3829999999,"Other Asia, nes -  Anthracite, not agglomerated"
15,024,Angola,858,Uruguay,27," Anthracite, not agglomerated",358949497.0,660986.0,"Uruguay -  Anthracite, not agglomerated"
16,024,Angola,076,Brazil,27," Anthracite, not agglomerated",355895269.0,349554.9,"Brazil -  Anthracite, not agglomerated"
17,024,Angola,392,Japan,27," Anthracite, not agglomerated",330397452.0,600713.0,"Japan -  Anthracite, not agglomerated"
18,024,Angola,826,United Kingdom,27," Anthracite, not agglomerated",315878955.0,327556.15,"United Kingdom -  Anthracite, not agglomerated"
19,024,Angola,376,Israel,27," Anthracite, not agglomerated",277707951.0,228514.522,"Israel -  Anthracite, not agglomerated"
20,024,Angola,356,India,71," Pearls natural, not permanently mounted or set",232019434.0,0.263,"India -  Pearls natural, not permanently mounted or set"
21,024,Angola,840,USA,71," Pearls natural, not permanently mounted or set",197909725.0,0.002,"USA -  Pearls natural, not permanently mounted or set"
22,024,Angola,410,Rep. of Korea,27," Anthracite, not agglomerated",161178272.0,317062.10000000003,"Rep. of Korea -  Anthracite, not agglomerated"
23,024,Angola,178,Congo,89," Cruise ships, excursion boats, ferry boats",138195153.0,32177.901,"Congo -  Cruise ships, excursion boats, ferry boats"
24,024,Angola,414,Kuwait,27," Anthracite, not agglomerated",124729260.0,0.0,"Kuwait -  Anthracite, not agglomerated"
25,024,Angola,528,Netherlands,27," Anthracite, not agglomerated",120912585.0,22119.487,"Netherlands -  Anthracite, not agglomerated"
26,024,Angola,690,Seychelles,44, Fuel wood,114191450.0,60538.547,Seychelles -  Fuel wood
27,024,Angola,591,Panama,27," Anthracite, not agglomerated",109896700.0,1898.614,"Panama -  Anthracite, not agglomerated"
28,024,Angola,384,C̫te d'Ivoire,03," Ornamental fish, live",75972572.0,85871.58,"C̫te d'Ivoire -  Ornamental fish, live"
29,024,Angola,756,Switzerland,71," Pearls natural, not permanently mounted or set",60689533.0,497.09,"Switzerland -  Pearls natural, not permanently mounted or set"
30,024,Angola,344,"China, Hong Kong SAR",71," Pearls natural, not permanently mounted or set",59728146.0,178.382,"China, Hong Kong SAR -  Pearls natural, not permanently mounted or set"
