,exp_code_str3,exp_name,imp_code_str3,imp_name,USD,tonne
0,156,China,024,Angola,2312298836.0,1017783.886
1,620,Portugal,024,Angola,2054049548.0,798922.218
2,702,Singapore,024,Angola,1536895404.0,190502.51899999997
3,056,Belgium,024,Angola,972161929.0,731880.756
4,768,Togo,024,Angola,952563239.0,1038738.8659999999
5,840,USA,024,Angola,703968155.0,422389.194
6,710,South Africa,024,Angola,587139253.0,472145.604
7,076,Brazil,024,Angola,502772030.0,672136.946
8,826,United Kingdom,024,Angola,486821743.0,183870.91199999998
9,250,France,024,Angola,453109697.0,679975.669
10,356,India,024,Angola,416154872.0,346766.74199999997
11,784,United Arab Emirates,024,Angola,402350205.0,157094.451
12,792,TÃ¼rkiye,024,Angola,315669485.0,508168.875
13,410,Rep. of Korea,024,Angola,290011956.0,228705.988
14,764,Thailand,024,Angola,281139944.0,428036.9689999999
15,178,Congo,024,Angola,273493078.0,29466.062
16,380,Italy,024,Angola,270859009.0,85439.15
17,458,Malaysia,024,Angola,247620939.0,243530.10700000002
18,528,Netherlands,024,Angola,229538887.0,157888.693
19,578,Norway,024,Angola,214097786.0,25948.738
20,276,Germany,024,Angola,180078728.0,74894.234
21,724,Spain,024,Angola,143178300.0,70663.919
22,360,Indonesia,024,Angola,124464518.0,175778.279
23,348,Hungary,024,Angola,106825600.0,3115.02
24,044,Bahamas,024,Angola,81533435.0,74.15100000000001
25,478,Mauritania,024,Angola,79385009.0,36292.761
26,643,Russian Federation,024,Angola,73272408.0,79671.011
27,124,Canada,024,Angola,72570788.0,59177.463
28,392,Japan,024,Angola,65004940.0,6649.441
29,422,Lebanon,024,Angola,60470141.0,25409.248
30,504,Morocco,024,Angola,47776997.0,48076.83
31,516,Namibia,024,Angola,46572911.0,22629.513
32,682,Saudi Arabia,024,Angola,44976008.0,17298.728
33,246,Finland,024,Angola,43712628.0,2878.207
34,490,"Other Asia, nes",024,Angola,43525578.0,44197.608
35,344,"China, Hong Kong SAR",024,Angola,42967301.0,3775.729
36,704,Viet Nam,024,Angola,40831207.0,43308.623
37,032,Argentina,024,Angola,40228780.0,55381.367
38,804,Ukraine,024,Angola,38751722.0,44025.763
39,756,Switzerland,024,Angola,36033999.0,2532.064
40,748,Eswatini,024,Angola,34219393.0,2272.268
41,642,Romania,024,Angola,30519334.0,3279.288
42,376,Israel,024,Angola,29291750.0,10931.503
43,818,Egypt,024,Angola,27852911.0,49558.636000000006
44,470,Malta,024,Angola,25676190.0,6330.419
45,752,Sweden,024,Angola,23536216.0,6731.499000000001
46,040,Austria,024,Angola,22217216.0,2231.477
47,414,Kuwait,024,Angola,21321076.0,7164.882
48,036,Australia,024,Angola,20615721.0,3288.861
49,586,Pakistan,024,Angola,19808167.0,21744.282
50,440,Lithuania,024,Angola,19119418.0,9142.563
51,616,Poland,024,Angola,18696088.0,20634.181
52,404,Kenya,024,Angola,17939443.0,3318.972
53,858,Uruguay,024,Angola,17137180.0,8879.129
54,208,Denmark,024,Angola,16939882.0,2107.653
55,600,Paraguay,024,Angola,13852068.0,21156.342
56,372,Ireland,024,Angola,13325286.0,2885.4049999999997
57,384,CÃ´te d'Ivoire,024,Angola,12227648.0,14588.451
58,484,Mexico,024,Angola,11877100.0,2200.28
59,430,Liberia,024,Angola,11416266.0,7096.2880000000005
60,112,Belarus,024,Angola,11156913.0,7718.500999999999
61,512,Oman,024,Angola,9433064.0,32406.478
62,591,Panama,024,Angola,7002798.0,3058.179
63,428,Latvia,024,Angola,6435356.0,9031.67
64,203,Czechia,024,Angola,6403137.0,437.077
65,152,Chile,024,Angola,6280946.0,5749.3460000000005
66,788,Tunisia,024,Angola,6086686.0,11197.1
67,508,Mozambique,024,Angola,5641792.0,2526.286
68,894,Zambia,024,Angola,5551759.0,2372.633
