,exp_code_str3,exp_name,imp_code_str3,imp_name,HS2,description,USD,tonne,clean_desc
0,826,United Kingdom,031,Azerbaijan,71," Pearls natural, not permanently mounted or set",853581269.0,20.653,"United Kingdom -  Pearls natural, not permanently mounted or set"
1,756,Switzerland,031,Azerbaijan,71," Pearls natural, not permanently mounted or set",416451070.0,10.207,"Switzerland -  Pearls natural, not permanently mounted or set"
2,792,TÃ¼rkiye,031,Azerbaijan,84, Nuclear reactors,352313361.0,42899.161,TÃ¼rkiye -  Nuclear reactors
3,156,China,031,Azerbaijan,84, Nuclear reactors,269202356.0,47575.82,China -  Nuclear reactors
4,643,Russian Federation,031,Azerbaijan,27," Anthracite, not agglomerated",250966271.0,921434.4770000001,"Russian Federation -  Anthracite, not agglomerated"
5,826,United Kingdom,031,Azerbaijan,84, Nuclear reactors,236591995.0,1484.064,United Kingdom -  Nuclear reactors
6,392,Japan,031,Azerbaijan,73, Sheet piling of iron or steel,225532455.0,51789.240000000005,Japan -  Sheet piling of iron or steel
7,156,China,031,Azerbaijan,85, Electric motors of an output < 37.5 watts,217534201.0,35097.589,China -  Electric motors of an output < 37.5 watts
8,276,Germany,031,Azerbaijan,84, Nuclear reactors,217503797.0,14485.008,Germany -  Nuclear reactors
9,364,Iran,031,Azerbaijan,27," Anthracite, not agglomerated",213156694.0,948766.224,"Iran -  Anthracite, not agglomerated"
10,268,Georgia,031,Azerbaijan,87, Pedestrian controlled tractors,211119947.0,13729.518,Georgia -  Pedestrian controlled tractors
11,643,Russian Federation,031,Azerbaijan,72," Pig iron, non-alloy, <0.5% phosphorus",198560709.0,314699.984,"Russian Federation -  Pig iron, non-alloy, <0.5% phosphorus"
12,643,Russian Federation,031,Azerbaijan,44, Fuel wood,182777744.0,799846.336,Russian Federation -  Fuel wood
13,792,TÃ¼rkiye,031,Azerbaijan,85, Electric motors of an output < 37.5 watts,170351767.0,15935.143,TÃ¼rkiye -  Electric motors of an output < 37.5 watts
14,840,USA,031,Azerbaijan,84, Nuclear reactors,169114150.0,4789.425,USA -  Nuclear reactors
15,710,South Africa,031,Azerbaijan,71," Pearls natural, not permanently mounted or set",157305179.0,4.019,"South Africa -  Pearls natural, not permanently mounted or set"
16,643,Russian Federation,031,Azerbaijan,85, Electric motors of an output < 37.5 watts,146464582.0,13608.016,Russian Federation -  Electric motors of an output < 37.5 watts
17,124,Canada,031,Azerbaijan,71," Pearls natural, not permanently mounted or set",145311013.0,3.5989999999999998,"Canada -  Pearls natural, not permanently mounted or set"
18,276,Germany,031,Azerbaijan,87, Pedestrian controlled tractors,139829191.0,25816.893,Germany -  Pedestrian controlled tractors
19,643,Russian Federation,031,Azerbaijan,10, Durum wheat,139436203.0,838067.583,Russian Federation -  Durum wheat
20,804,Ukraine,031,Azerbaijan,24," Tobacco, unmanufactured, not stemmed or stripped",129250610.0,8157.271,"Ukraine -  Tobacco, unmanufactured, not stemmed or stripped"
21,380,Italy,031,Azerbaijan,84, Nuclear reactors,127218531.0,7191.2429999999995,Italy -  Nuclear reactors
22,792,TÃ¼rkiye,031,Azerbaijan,39, Polyethylene - specific gravity <0.94 in primary form,110829409.0,47139.829,TÃ¼rkiye -  Polyethylene - specific gravity <0.94 in primary form
23,840,USA,031,Azerbaijan,88," Gliders, hang gliders",109478894.0,1.0739999999999998,"USA -  Gliders, hang gliders"
24,792,TÃ¼rkiye,031,Azerbaijan,71," Pearls natural, not permanently mounted or set",107034784.0,9.996,"TÃ¼rkiye -  Pearls natural, not permanently mounted or set"
25,795,Turkmenistan,031,Azerbaijan,27," Anthracite, not agglomerated",103843187.0,195748.0,"Turkmenistan -  Anthracite, not agglomerated"
26,268,Georgia,031,Azerbaijan,24," Tobacco, unmanufactured, not stemmed or stripped",99139672.0,5402.387000000001,"Georgia -  Tobacco, unmanufactured, not stemmed or stripped"
27,792,TÃ¼rkiye,031,Azerbaijan,73, Sheet piling of iron or steel,98497118.0,56174.004,TÃ¼rkiye -  Sheet piling of iron or steel
28,643,Russian Federation,031,Azerbaijan,73, Sheet piling of iron or steel,95351547.0,95583.069,Russian Federation -  Sheet piling of iron or steel
29,410,Rep. of Korea,031,Azerbaijan,84, Nuclear reactors,79898839.0,4076.331,Rep. of Korea -  Nuclear reactors
30,392,Japan,031,Azerbaijan,87, Pedestrian controlled tractors,79807236.0,5908.445000000001,Japan -  Pedestrian controlled tractors
31,112,Belarus,031,Azerbaijan,27," Anthracite, not agglomerated",77303147.0,98602.62,"Belarus -  Anthracite, not agglomerated"
32,643,Russian Federation,031,Azerbaijan,84, Nuclear reactors,76798305.0,11877.808,Russian Federation -  Nuclear reactors
33,364,Iran,031,Azerbaijan,39, Polyethylene - specific gravity <0.94 in primary form,76606724.0,61877.43,Iran -  Polyethylene - specific gravity <0.94 in primary form
34,792,TÃ¼rkiye,031,Azerbaijan,94," Seats, aircraft",70545914.0,26570.806,"TÃ¼rkiye -  Seats, aircraft"
35,826,United Kingdom,031,Azerbaijan,73, Sheet piling of iron or steel,69529662.0,12396.27,United Kingdom -  Sheet piling of iron or steel
36,360,Indonesia,031,Azerbaijan,73, Sheet piling of iron or steel,69192271.0,27798.189,Indonesia -  Sheet piling of iron or steel
37,203,Czechia,031,Azerbaijan,73, Sheet piling of iron or steel,66603087.0,45935.030999999995,Czechia -  Sheet piling of iron or steel
38,643,Russian Federation,031,Azerbaijan,15," Lard, other pig fat and poultry fat, rendered",65523837.0,74328.276,"Russian Federation -  Lard, other pig fat and poultry fat, rendered"
39,076,Brazil,031,Azerbaijan,88," Gliders, hang gliders",62832768.0,54.021,"Brazil -  Gliders, hang gliders"
40,076,Brazil,031,Azerbaijan,17," Raw sugar, cane",62576287.0,183316.692,"Brazil -  Raw sugar, cane"
41,643,Russian Federation,031,Azerbaijan,87, Pedestrian controlled tractors,59937754.0,10881.439,Russian Federation -  Pedestrian controlled tractors
42,643,Russian Federation,031,Azerbaijan,88," Gliders, hang gliders",57344086.0,397.21,"Russian Federation -  Gliders, hang gliders"
43,792,TÃ¼rkiye,031,Azerbaijan,87, Pedestrian controlled tractors,55238468.0,8973.053,TÃ¼rkiye -  Pedestrian controlled tractors
44,643,Russian Federation,031,Azerbaijan,48, Newsprint,54617490.0,52941.203,Russian Federation -  Newsprint
45,398,Kazakhstan,031,Azerbaijan,10, Durum wheat,54446989.0,281533.617,Kazakhstan -  Durum wheat
46,643,Russian Federation,031,Azerbaijan,31," Animal or vegetable fertilizers, in packs >10 kg",54084692.0,229941.51400000002,"Russian Federation -  Animal or vegetable fertilizers, in packs >10 kg"
47,578,Norway,031,Azerbaijan,84, Nuclear reactors,52351498.0,997.506,Norway -  Nuclear reactors
48,398,Kazakhstan,031,Azerbaijan,27," Anthracite, not agglomerated",50564670.0,134413.45,"Kazakhstan -  Anthracite, not agglomerated"
49,392,Japan,031,Azerbaijan,84, Nuclear reactors,47305876.0,1763.454,Japan -  Nuclear reactors
50,840,USA,031,Azerbaijan,87, Pedestrian controlled tractors,46938942.0,8235.814,USA -  Pedestrian controlled tractors
51,792,TÃ¼rkiye,031,Azerbaijan,34," Soaps, for toilet use, solid",46633735.0,46179.451,"TÃ¼rkiye -  Soaps, for toilet use, solid"
52,528,Netherlands,031,Azerbaijan,84, Nuclear reactors,44056318.0,2081.69,Netherlands -  Nuclear reactors
53,156,China,031,Azerbaijan,73, Sheet piling of iron or steel,44046724.0,26157.09,China -  Sheet piling of iron or steel
54,804,Ukraine,031,Azerbaijan,02," Bovine carcasses and half carcasses, fresh or chilled",42575226.0,26422.432,"Ukraine -  Bovine carcasses and half carcasses, fresh or chilled"
