,exp_code_str3,exp_name,HS2,description,USD,tonne
0,004,Afghanistan,08," Coconuts, fresh or dried",492309173.0,369106.36
1,004,Afghanistan,71," Pearls natural, not permanently mounted or set",124048363.0,10.018
2,004,Afghanistan,07," Potatoes seed, fresh or chilled",122728773.0,423088.681
3,004,Afghanistan,13, Lac,103732463.0,1301.023
4,004,Afghanistan,27," Anthracite, not agglomerated",98150168.0,1124289.0019999999
5,004,Afghanistan,52," Cotton, not carded or combed",44995481.0,31725.051
6,004,Afghanistan,72," Pig iron, non-alloy, <0.5% phosphorus",43842413.0,186865.95799999998
7,004,Afghanistan,25," Salt (sodium chloride) including solution, salt water",41553186.0,384903.48099999997
8,004,Afghanistan,09," Coffee, not roasted, not decaffeinated",40820855.0,4919.939
9,004,Afghanistan,12, Soya beans,25190296.0,19807.179
10,004,Afghanistan,41," Bovine skins, whole, raw",11675128.0,10701.091999999999
11,004,Afghanistan,57," Carpets of wool or fine animal hair, knotted",11328658.0,515.4399999999999
12,004,Afghanistan,84, Nuclear reactors,7389094.0,4885.414
13,004,Afghanistan,05," Hair, human, unworked, waste of human hair",7040853.0,1474.0240000000001
14,004,Afghanistan,85, Electric motors of an output < 37.5 watts,5732514.0,1803.6889999999999
15,004,Afghanistan,51," Greasy shorn wool, not carded or combed",4592351.0,1193.52
16,004,Afghanistan,01," Horses, live pure-bred breeding",4381633.0,2291.878
17,004,Afghanistan,43," Raw mink furskins, whole",3184889.0,36.108
18,004,Afghanistan,90," Optical fibres, except for telecommunications",2609174.0,8.74
19,004,Afghanistan,88," Gliders, hang gliders",1835632.0,5.976
20,004,Afghanistan,20," Cucumbers,gherkins, prepared or preserved by vinegar",1813629.0,341.122
21,004,Afghanistan,47, Mechanical wood pulp,1620165.0,2200.892
22,004,Afghanistan,78, Lead refined unwrought,1453877.0,691.275
23,004,Afghanistan,33, Essential oils of bergamot,1112987.0,23.398
24,004,Afghanistan,87, Pedestrian controlled tractors,1049131.0,124.747
25,004,Afghanistan,39, Polyethylene - specific gravity <0.94 in primary form,937183.0,275.26
26,004,Afghanistan,74, Copper mattes,672025.0,114.122
27,004,Afghanistan,14, Bamboos used primarily for plaiting,600081.0,822.547
28,004,Afghanistan,10, Durum wheat,586886.0,2351.001
29,004,Afghanistan,64," Waterproof footwear (Wellingtons etc), metal toe cap",559666.0,28.849999999999998
30,004,Afghanistan,76," Aluminium unwrought, not alloyed",542280.0,1504.17
31,004,Afghanistan,30," Glands and other organs, dried, for therapeutic uses",521062.0,3.0700000000000003
32,004,Afghanistan,38, Artificial graphite,487862.0,108.012
33,004,Afghanistan,61," Mens, boys overcoats, etc, of wool or hair, knit",487083.0,38.505
34,004,Afghanistan,62," Mens, boys overcoats of wool or hair, not knit",377636.0,16.462
35,004,Afghanistan,54, Sewing thread of synthetic filaments,261095.0,45.891
36,004,Afghanistan,44, Fuel wood,250274.0,212.331
37,004,Afghanistan,73, Sheet piling of iron or steel,248937.0,521.837
