,exp_code_str3,exp_name,imp_code_str3,imp_name,USD,tonne
0,004,Afghanistan,586,Pakistan,508359257.0,2404922.459
1,004,Afghanistan,356,India,424474553.0,76961.76699999999
2,004,Afghanistan,792,TÃ¼rkiye,24615618.0,20194.497
3,004,Afghanistan,784,United Arab Emirates,116061321.0,11660.107
4,004,Afghanistan,364,Iran,10930863.0,10387.261
5,004,Afghanistan,156,China,23970878.0,8685.894
6,004,Afghanistan,398,Kazakhstan,4174428.0,8522.063
7,004,Afghanistan,840,USA,27381314.0,8059.0470000000005
8,004,Afghanistan,508,Mozambique,771338.0,5315.479
9,004,Afghanistan,860,Uzbekistan,888177.0,4118.599
10,004,Afghanistan,600,Paraguay,2917075.0,4036.07
11,004,Afghanistan,400,Jordan,3863080.0,3681.99
12,004,Afghanistan,643,Russian Federation,3970797.0,2668.791
13,004,Afghanistan,196,Cyprus,782608.0,1300.61
14,004,Afghanistan,250,France,9034410.0,1250.56
15,004,Afghanistan,276,Germany,13073058.0,1210.642
16,004,Afghanistan,528,Netherlands,3607569.0,808.135
17,004,Afghanistan,428,Latvia,1024153.0,640.02
18,004,Afghanistan,826,United Kingdom,2900010.0,594.963
19,004,Afghanistan,458,Malaysia,973402.0,519.127
20,004,Afghanistan,104,Myanmar,1576295.0,516.125
21,004,Afghanistan,124,Canada,3655437.0,504.659
22,004,Afghanistan,616,Poland,1496993.0,448.05400000000003
23,004,Afghanistan,422,Lebanon,1321688.0,340.81600000000003
24,004,Afghanistan,392,Japan,895849.0,297.65400000000005
25,004,Afghanistan,380,Italy,3133554.0,258.98199999999997
26,004,Afghanistan,048,Bahrain,364096.0,244.757
27,004,Afghanistan,112,Belarus,316900.0,158.765
28,004,Afghanistan,036,Australia,409162.0,105.238
29,004,Afghanistan,788,Tunisia,260414.0,103.107
30,004,Afghanistan,076,Brazil,453364.0,70.77799999999999
31,004,Afghanistan,724,Spain,794191.0,66.601
32,004,Afghanistan,710,South Africa,563012.0,63.378
33,004,Afghanistan,040,Austria,505428.0,63.007
34,004,Afghanistan,729,Sudan,82955.0,60.932
35,004,Afghanistan,288,Ghana,110990.0,60.769999999999996
36,004,Afghanistan,414,Kuwait,412772.0,59.33
37,004,Afghanistan,752,Sweden,303602.0,58.695
38,004,Afghanistan,214,Dominican Rep.,554635.0,55.108000000000004
39,004,Afghanistan,372,Ireland,881055.0,49.260999999999996
