,exp_code_str3,exp_name,imp_code_str3,imp_name,HS2,description,USD,tonne,clean_desc
0,364,Iran,004,Afghanistan,25," Salt (sodium chloride) including solution, salt water",61551076.0,1839929.5860000001,"Iran -  Salt (sodium chloride) including solution, salt water"
1,586,Pakistan,004,Afghanistan,25," Salt (sodium chloride) including solution, salt water",72838680.0,1563550.0,"Pakistan -  Salt (sodium chloride) including solution, salt water"
2,398,Kazakhstan,004,Afghanistan,11, Wheat or meslin flour,286699795.0,1422650.0,Kazakhstan -  Wheat or meslin flour
3,364,Iran,004,Afghanistan,27," Anthracite, not agglomerated",605626982.0,1361626.7380000001,"Iran -  Anthracite, not agglomerated"
4,586,Pakistan,004,Afghanistan,17," Raw sugar, cane",212760489.0,636068.926,"Pakistan -  Raw sugar, cane"
5,364,Iran,004,Afghanistan,72," Pig iron, non-alloy, <0.5% phosphorus",278854395.0,543866.9720000001,"Iran -  Pig iron, non-alloy, <0.5% phosphorus"
6,586,Pakistan,004,Afghanistan,11, Wheat or meslin flour,124060496.0,538889.351,Pakistan -  Wheat or meslin flour
7,586,Pakistan,004,Afghanistan,07," Potatoes seed, fresh or chilled",111427190.0,453165.756,"Pakistan -  Potatoes seed, fresh or chilled"
8,398,Kazakhstan,004,Afghanistan,10, Durum wheat,68583128.0,404646.34,Kazakhstan -  Durum wheat
9,860,Uzbekistan,004,Afghanistan,11, Wheat or meslin flour,70030564.0,308295.146,Uzbekistan -  Wheat or meslin flour
10,586,Pakistan,004,Afghanistan,10, Durum wheat,136277964.0,306244.0,Pakistan -  Durum wheat
11,586,Pakistan,004,Afghanistan,08," Coconuts, fresh or dried",86123619.0,252129.687,"Pakistan -  Coconuts, fresh or dried"
12,586,Pakistan,004,Afghanistan,27," Anthracite, not agglomerated",164732486.0,228883.0,"Pakistan -  Anthracite, not agglomerated"
13,364,Iran,004,Afghanistan,69," Bricks, blocks and ceramic goods of siliceous earths",33075034.0,204871.748,"Iran -  Bricks, blocks and ceramic goods of siliceous earths"
14,364,Iran,004,Afghanistan,08," Coconuts, fresh or dried",105355097.0,188291.941,"Iran -  Coconuts, fresh or dried"
15,398,Kazakhstan,004,Afghanistan,27," Anthracite, not agglomerated",67246441.0,188135.8,"Kazakhstan -  Anthracite, not agglomerated"
16,860,Uzbekistan,004,Afghanistan,72," Pig iron, non-alloy, <0.5% phosphorus",87378442.0,175681.00999999998,"Uzbekistan -  Pig iron, non-alloy, <0.5% phosphorus"
17,364,Iran,004,Afghanistan,31," Animal or vegetable fertilizers, in packs >10 kg",37405627.0,164243.397,"Iran -  Animal or vegetable fertilizers, in packs >10 kg"
18,031,Azerbaijan,004,Afghanistan,27," Anthracite, not agglomerated",69876150.0,143992.2,"Azerbaijan -  Anthracite, not agglomerated"
19,364,Iran,004,Afghanistan,39, Polyethylene - specific gravity <0.94 in primary form,257230803.0,142597.608,Iran -  Polyethylene - specific gravity <0.94 in primary form
20,364,Iran,004,Afghanistan,29, Saturated acyclic hydrocarbons,83394801.0,142301.568,Iran -  Saturated acyclic hydrocarbons
21,643,Russian Federation,004,Afghanistan,44, Fuel wood,34172266.0,134556.413,Russian Federation -  Fuel wood
22,458,Malaysia,004,Afghanistan,15," Lard, other pig fat and poultry fat, rendered",101022193.0,132882.906,"Malaysia -  Lard, other pig fat and poultry fat, rendered"
23,784,United Arab Emirates,004,Afghanistan,87, Pedestrian controlled tractors,301133835.0,131965.283,United Arab Emirates -  Pedestrian controlled tractors
24,364,Iran,004,Afghanistan,70," Glass cullet, waste or scrap, glass in the mass",60119237.0,131862.025,"Iran -  Glass cullet, waste or scrap, glass in the mass"
25,364,Iran,004,Afghanistan,07," Potatoes seed, fresh or chilled",53046707.0,121282.57800000001,"Iran -  Potatoes seed, fresh or chilled"
26,860,Uzbekistan,004,Afghanistan,10, Durum wheat,20063392.0,104673.8,Uzbekistan -  Durum wheat
