int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Service - other,1,1,1996,1996,1996,1996,10976698,11944892,10977,10977,10977,10977,5,396
Offshore,1,1,2015,2015,2015,2015,129503,63799,476,476,476,476,0,22
